Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Library Name,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,BioSampleModel,Collection_Date,doi_results,PMIDs,RunCount,replicate,geo_location,lat lon,country,growth_conditions,sample_conditions,tissue,time,treatment,genotype,trait,soil_type,rainfall,soil_fertilized,tissue_ontology,time_ontology,treatment_ontology,trait_ontology,lat_decimal,lon_decimal
SRR31094560,RNA-Seq,202,5721726962,PRJNA1176579,SAMN44407292,5_R_270N_B0_2,2718152691,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX26477612,Illumina HiSeq 2500,PAIRED,cDNA_oligo_dT,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,5_R_270N_B0_2,SRP540446,2024-10-23,1.0,Plant,2017,https://pubmed.ncbi.nlm.nih.gov/41170672/,https://pubmed.ncbi.nlm.nih.gov/41170672/,48,2,Brazil:Campinas| Brazil| South America,,Brazil,Greenhouse,Leaf| Leaf B0 segment| Indiv 2,Leaf Base,,High Nitrogen,RB975375,Nitrogen resposive genotype,Sand,,270mgn/kg.sand,PO:0020040,,PECO:0007241,TO:0000011,,
SRR31094559,RNA-Seq,202,8335926728,PRJNA1176579,SAMN44407328,41_NR_10N_B0 _2,3928337669,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX26477613,Illumina HiSeq 2500,PAIRED,cDNA_oligo_dT,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,41_NR_10N_B0 _2,SRP540446,2024-10-23,1.0,Plant,2017,https://pubmed.ncbi.nlm.nih.gov/41170672/,https://pubmed.ncbi.nlm.nih.gov/41170672/,48,2,Brazil:Campinas| Brazil| South America,,Brazil,Greenhouse,Leaf| Leaf B0 segment| Indiv 11,Leaf Base,,Low Nitrogen,RB937570,Nitrogen non resposive genotype,Sand,,10mgn/kg.sand,PO:0020040,,PECO:0007241,TO:0000011,,
SRR31094558,RNA-Seq,202,8239252356,PRJNA1176579,SAMN44407329,42_NR_10N_B _2,3889262885,UNIVERSITY OF SAO PAULO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX26477614,Illumina HiSeq 2500,PAIRED,cDNA_oligo_dT,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,42_NR_10N_B _2,SRP540446,2024-10-23,1.0,Plant,2017,https://pubmed.ncbi.nlm.nih.gov/41170672/,https://pubmed.ncbi.nlm.nih.gov/41170672/,48,2,Brazil:Campinas| Brazil| South America,,Brazil,Greenhouse,Leaf| Leaf B segment| Indiv 11,Leaf Base,,Low Nitrogen,RB937570,Nitrogen non resposive genotype,Sand,,10mgn/kg.sand,PO:0020040,,PECO:0007241,TO:0000011,,
SRR35896384,RNA-Seq,202,3018052710,PRJNA1353852,SAMN52935736,m-SES-stem6-1,1890530586,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945707,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum spontaneum,ILLUMINA,2025-10-29,m-SES-stem6-1,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896396,RNA-Seq,202,2233992942,PRJNA1353852,SAMN52935725,m-LA-purple-stem15-2,1395110038,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945695,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2025-11-14,m-LA-purple-stem15-2,SRP637513,2025-11-14,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896395,RNA-Seq,202,3038474304,PRJNA1353852,SAMN52935726,m-LA-purple-stem3-2,1872624980,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945696,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2025-11-19,m-LA-purple-stem3-2,SRP637513,2025-11-19,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896393,RNA-Seq,202,3123807184,PRJNA1353852,SAMN52935727,m-LA-purple-stem9-2,1920414075,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945698,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2025-11-14,m-LA-purple-stem9-2,SRP637513,2025-11-14,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896379,RNA-Seq,302,2551889732,PRJNA1353852,SAMN52935740,pre-m-SES-stem-3,1535136309,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945712,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum spontaneum,ILLUMINA,2025-10-29,pre-m-SES-stem-3,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896380,RNA-Seq,302,2668193556,PRJNA1353852,SAMN52935739,pre-m-SES-m-leaf,1613059079,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945711,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum spontaneum,ILLUMINA,2025-10-29,pre-m-SES-m-leaf,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896381,RNA-Seq,302,2691286288,PRJNA1353852,SAMN52935738,pre-m-SES-leaf-roll,1610726296,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945710,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum spontaneum,ILLUMINA,2025-10-29,pre-m-SES-leaf-roll,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896382,RNA-Seq,202,2947442600,PRJNA1353852,SAMN52935737,m-SES-stem9-1,1843874645,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945709,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum spontaneum,ILLUMINA,2025-10-29,m-SES-stem9-1,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896391,RNA-Seq,302,2593351614,PRJNA1353852,SAMN52935729,pre-m-LA-m-leaf,1512962083,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945700,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2025-11-14,pre-m-LA-m-leaf,SRP637513,2025-11-14,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896385,RNA-Seq,202,3067695220,PRJNA1353852,SAMN52935735,m-SES-stem3-2,1922044181,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945706,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum spontaneum,ILLUMINA,2025-10-29,m-SES-stem3-2,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896386,RNA-Seq,202,2886552326,PRJNA1353852,SAMN52935734,m-SES-mature-leaf-3,1785836450,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945705,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum spontaneum,ILLUMINA,2025-10-29,m-SES-mature-leaf-3,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896387,RNA-Seq,202,3096372756,PRJNA1353852,SAMN52935733,m-SES-leaf-roll-2,1902569810,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945704,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum spontaneum,ILLUMINA,2025-10-29,m-SES-leaf-roll-2,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896388,RNA-Seq,302,4079142690,PRJNA1353852,SAMN52935732,pre-m-LA-stem-9,2342641351,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945703,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2025-11-14,pre-m-LA-stem-9,SRP637513,2025-11-14,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896389,RNA-Seq,302,3755283628,PRJNA1353852,SAMN52935731,pre-m-LA-stem-3,2202560235,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945702,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2025-11-14,pre-m-LA-stem-3,SRP637513,2025-11-14,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896390,RNA-Seq,302,2664789714,PRJNA1353852,SAMN52935730,pre-m-LA-stem-15,1552176557,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945701,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2025-11-14,pre-m-LA-stem-15,SRP637513,2025-11-14,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896398,RNA-Seq,202,2950085164,PRJNA1353852,SAMN52935723,m-LA-purple-leaf-roll-2,1821485378,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945693,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2025-11-14,m-LA-purple-leaf-roll-2,SRP637513,2025-11-14,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896392,RNA-Seq,302,2653046142,PRJNA1353852,SAMN52935728,pre-m-LA-leaf-roll,1542347291,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945699,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2025-11-19,pre-m-LA-leaf-roll,SRP637513,2025-11-19,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896397,RNA-Seq,202,2787454156,PRJNA1353852,SAMN52935724,m-LA-purple-mature-leaf-2,1715628131,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945694,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum officinarum,ILLUMINA,2025-11-19,m-LA-purple-mature-leaf-2,SRP637513,2025-11-19,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896377,RNA-Seq,302,2251785084,PRJNA1353852,SAMN52935742,pre-m-SES-stem-9,1361296683,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945714,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum spontaneum,ILLUMINA,2025-10-29,pre-m-SES-stem-9,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896399,RNA-Seq,302,2669816504,PRJNA1353852,SAMN52935722,pre-m-ROC-stem-6,1617267397,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945692,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,pre-m-ROC-stem-6,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896413,RNA-Seq,300,7090593900,PRJNA1353852,SAMN52935709,GT28-ck-24h-1,2236456089,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945678,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-24h-1,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896378,RNA-Seq,302,2451997796,PRJNA1353852,SAMN52935741,pre-m-SES-stem-6,1489035645,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945713,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum spontaneum,ILLUMINA,2025-10-29,pre-m-SES-stem-6,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896400,RNA-Seq,302,2508331366,PRJNA1353852,SAMN52935721,pre-m-ROC-stem-3,1511661392,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945691,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,pre-m-ROC-stem-3,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896415,RNA-Seq,300,6606543600,PRJNA1353852,SAMN52935707,GT28-ck-12h-1,2089158136,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945676,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-12h-1,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896417,RNA-Seq,300,6628309800,PRJNA1353852,SAMN52935706,GT28-ck-6h-2,2078039676,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945674,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-6h-2,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896418,RNA-Seq,300,6591721800,PRJNA1353852,SAMN52935705,GT28-ck-6h-1,2088145450,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945673,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-6h-1,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896419,RNA-Seq,300,6070428600,PRJNA1353852,SAMN52935704,GT28-ck-3h-2,1914380532,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945672,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-3h-2,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896420,RNA-Seq,300,6272494200,PRJNA1353852,SAMN52935703,GT28-ck-3h-1,1973830453,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945671,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-3h-1,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896421,RNA-Seq,300,6916730700,PRJNA1353852,SAMN52935702,GT28-ck-1h-2,2190631826,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945670,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-1h-2,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896423,RNA-Seq,300,6019222800,PRJNA1353852,SAMN52935700,GT28-ck-0h-2,1832183582,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945668,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-0h-2,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896424,RNA-Seq,300,6850840800,PRJNA1353852,SAMN52935699,GT28-ck-0h-1,2143331979,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945667,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-0h-1,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896414,RNA-Seq,300,6497538600,PRJNA1353852,SAMN52935708,GT28-ck-12h-2,2024693866,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945677,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-12h-2,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896422,RNA-Seq,300,6829289100,PRJNA1353852,SAMN52935701,GT28-ck-1h-1,2148600927,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945669,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-1h-1,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896412,RNA-Seq,300,5954979300,PRJNA1353852,SAMN52935710,GT28-ck-24h-2,1858491547,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945679,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-24h-2,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896401,RNA-Seq,302,2211732032,PRJNA1353852,SAMN52935720,pre-m-ROC-stem-10,1339374855,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945690,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,pre-m-ROC-stem-10,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896410,RNA-Seq,300,7013427900,PRJNA1353852,SAMN52935712,GT28-ck-48h-2,2221181597,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945681,Illumina HiSeq X,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,GT28-ck-48h-2,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896409,RNA-Seq,202,2874465252,PRJNA1353852,SAMN52935713,m-Roc-leaf-roll-1,1770441464,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945682,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,m-Roc-leaf-roll-1,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896408,RNA-Seq,202,2772943890,PRJNA1353852,SAMN52935714,m-Roc-mature-leaf-1,1711802303,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945683,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,m-Roc-mature-leaf-1,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
SRR35896407,RNA-Seq,202,2930890720,PRJNA1353852,SAMN52935715,m-Roc-stem15-2,1842218953,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945684,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,m-Roc-stem15-2,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896406,RNA-Seq,202,3007675364,PRJNA1353852,SAMN52935716,m-Roc-stem3-2,1891914117,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945685,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,m-Roc-stem3-2,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896404,RNA-Seq,202,3027860416,PRJNA1353852,SAMN52935717,m-Roc-stem9-2,1900894644,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945687,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,m-Roc-stem9-2,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,stem| not collected| not collected,Stem,,,,,,,,PO:0009047,,,,,
SRR35896403,RNA-Seq,302,3461912372,PRJNA1353852,SAMN52935718,pre-m-ROC-leaf-roll,2001776748,GUANGXI UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30945688,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2025-10-29,pre-m-ROC-leaf-roll,SRP637513,2025-10-29,1.0,Plant,missing,,,44,,missing| uncalculated| uncalculated,,China,,leaf| not collected| not collected,Leaf,,,,,,,,PO:0025034,,,,,
