Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Library Name,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,BioSampleModel,Collection_Date,doi_results,PMIDs,RunCount,replicate,geo_location,lat lon,country,growth_conditions,sample_conditions,tissue,time,treatment,genotype,trait,soil_type,rainfall,soil_fertilized,tissue_ontology,time_ontology,treatment_ontology,trait_ontology,lat_decimal,lon_decimal
SRR7248426,RNA-Seq,240,3602803287,PRJNA474042,SAMN09290672,L_ES_Rep04_file01,1278489664,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153171,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH29_S29_L004,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_ES_Rep04_file01| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248425,RNA-Seq,248,1509324938,PRJNA474042,SAMN09290640,M_C_Rep04_file02,647482516,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153172,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH19_S19_L002,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_C_Rep04_file02| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248424,RNA-Seq,248,1510491320,PRJNA474042,SAMN09290639,M_C_Rep04_file01,648068989,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153173,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH19_S19_L001,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_C_Rep04_file01| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248423,RNA-Seq,247,1150475337,PRJNA474042,SAMN09290634,M_C_Rep02_file02,492285927,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153174,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH17_S17_L002,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_C_Rep02_file02| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248422,RNA-Seq,247,1148999532,PRJNA474042,SAMN09290633,M_C_Rep02_file01,491696322,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153175,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH17_S17_L001,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_C_Rep02_file01| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248421,RNA-Seq,247,1039190498,PRJNA474042,SAMN09290636,M_C_Rep02_file04,452882994,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153176,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH17_S17_L004,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_C_Rep02_file04| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248420,RNA-Seq,247,1157371911,PRJNA474042,SAMN09290635,M_C_Rep02_file03,493948424,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153177,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH17_S17_L003,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,M_C_Rep02_file03| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248419,RNA-Seq,239,3339902194,PRJNA474042,SAMN09290663,L_ES_Rep01_file01,1189975050,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153178,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH26_S26_L004,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_ES_Rep01_file01| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248418,RNA-Seq,239,3329009294,PRJNA474042,SAMN09290664,L_ES_Rep01_file02,1186139558,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153179,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH26_S26_L005,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_ES_Rep01_file02| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248417,RNA-Seq,239,3338761661,PRJNA474042,SAMN09290665,L_ES_Rep01_file03,1193245555,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153180,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH26_S26_L006,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_ES_Rep01_file03| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248416,RNA-Seq,241,3497890370,PRJNA474042,SAMN09290666,L_ES_Rep02_file01,1244365473,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153181,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH27_S27_L004,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_ES_Rep02_file01| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248415,RNA-Seq,241,3488565456,PRJNA474042,SAMN09290667,L_ES_Rep02_file02,1241241070,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153182,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH27_S27_L005,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_ES_Rep02_file02| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248414,RNA-Seq,241,3498880220,PRJNA474042,SAMN09290668,L_ES_Rep02_file03,1248971585,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153183,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH27_S27_L006,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_ES_Rep02_file03| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248413,RNA-Seq,242,3553984094,PRJNA474042,SAMN09290669,L_ES_Rep03_file01,1259125451,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153184,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH28_S28_L004,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_ES_Rep03_file01| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248412,RNA-Seq,242,3550346503,PRJNA474042,SAMN09290670,L_ES_Rep03_file02,1257973147,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153185,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH28_S28_L005,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,L_ES_Rep03_file02| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248411,RNA-Seq,237,1153839500,PRJNA474042,SAMN09290562,D_Y_Rep04_file02,501663940,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153186,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH4_S4_L002,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,D_Y_Rep04_file02| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248410,RNA-Seq,237,1153783292,PRJNA474042,SAMN09290561,D_Y_Rep04_file01,502016925,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153187,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH4_S4_L001,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,D_Y_Rep04_file01| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248409,RNA-Seq,240,1139991497,PRJNA474042,SAMN09290558,D_Y_Rep03_file04,502468906,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153188,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH3_S3_L004,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,D_Y_Rep03_file04| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
SRR7248408,RNA-Seq,240,1269641387,PRJNA474042,SAMN09290557,D_Y_Rep03_file03,547444136,SUGAR RESEARCH AUSTRALIA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4153189,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Saccharum hybrid cultivar,ILLUMINA,2018-06-01,KH3_S3_L003,SRP149546,2018-06-01,1.0,Plant,2016-02,"[{""link"": ""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20955421&AN=174806955&h=VLpsVOk%2F9Anxlf3MU6kOju5KGVwbqqvv4zKQ2A6piB9hRWV5o8R%2FFGqxukqRYeEoH3C9PHueJ8a7UjbQhMkpqg%3D%3D&crl=c"", ""doi"": null, ""status"": ""failed""}, {""link"": ""https://www.sciencedirect.com/science/article/pii/S0981942820305738"", ""doi"": ""10.1016/j.plaphy.2020.11.022"", ""status"": ""success""}, {""link"": ""https://link.springer.com/article/10.1007/s12042-019-09221-7"", ""doi"": ""10.1007/s12042-019-09221-7"", ""status"": ""success""}]",,150,,"19.661167 S 147.466667 E| | | Australia: Burdekin region\, Queensland| Australia| Oceania",19.661167 S 147.466667 E,Australia,Field,D_Y_Rep03_file03| Leaf| Adult,Leaf,Mature,,Q240,,,,,PO:0025034,PO:0007134,,,-19.661167,147.466667
