gene	R570_mean_TPM	lost_in_Saccharum_hybrid_cultivar	lost_in_Saccharum_officinarum	lost_in_Saccharum_spontaneum	lost_in_Tripidium_arundinaceum
SoffiXsponR570.05Dg124300.v2.1	36.726	no	no	no	yes
SoffiXsponR570.8_5Ag076700.v2.1	36.721	no	no	no	yes
SoffiXsponR570.01Fg233900.v2.1	36.543	no	no	no	yes
SoffiXsponR570.05Fg286700.v2.1	36.511	no	no	no	yes
SoffiXsponR570.09Cg149400.v2.1	36.495	no	no	no	yes
SoffiXsponR570.06Dg121000.v2.1	36.474	no	no	no	yes
SoffiXsponR570.10Ag003500.v2.1	36.441	no	no	no	yes
SoffiXsponR570.02Cg138600.v2.1	36.229	no	no	no	yes
SoffiXsponR570.06Eg062300.v2.1	36.102	no	no	no	yes
SoffiXsponR570.03Gg011700.v2.1	36.079	no	no	no	yes
SoffiXsponR570.04Ag031100.v2.1	35.954	no	no	no	yes
SoffiXsponR570.03Ag202700.v2.1	35.889	no	no	no	yes
SoffiXsponR570.10Ag003600.v2.1	35.868	no	no	no	yes
SoffiXsponR570.01Bg490300.v2.1	35.859	no	no	no	yes
SoffiXsponR570.01Ag396200.v2.1	35.851	no	no	no	yes
SoffiXsponR570.01Ag272600.v2.1	35.731	no	no	no	yes
SoffiXsponR570.05Gg089600.v2.1	35.667	no	no	no	yes
SoffiXsponR570.01Cg018500.v2.1	35.662	no	no	no	yes
SoffiXsponR570.06Ag106100.v2.1	35.653	no	no	no	yes
SoffiXsponR570.01Eg184300.v2.1	35.594	no	no	no	yes
SoffiXsponR570.06Gg054200.v2.1	35.546	no	no	no	yes
SoffiXsponR570.06Cg089300.v2.1	35.527	no	no	no	yes
SoffiXsponR570.4us91g045200.v2.1	35.485	no	no	no	yes
SoffiXsponR570.09Eg063100.v2.1	35.484	no	no	no	yes
SoffiXsponR570.10os1g012700.v2.1	35.294	no	no	no	yes
SoffiXsponR570.10Ag105600.v2.1	35.288	no	no	no	yes
SoffiXsponR570.04Cg222400.v2.1	35.154	no	no	no	yes
SoffiXsponR570.10Cg118800.v2.1	35.073	no	no	no	yes
SoffiXsponR570.05Eg133700.v2.1	35.03	no	no	no	yes
SoffiXsponR570.05Bg208000.v2.1	35.011	no	no	no	yes
SoffiXsponR570.05Fg241300.v2.1	34.999	no	no	no	yes
SoffiXsponR570.02Eg367900.v2.1	34.876	no	no	no	yes
SoffiXsponR570.02Fg347000.v2.1	34.788	no	no	no	yes
SoffiXsponR570.10Bg151700.v2.1	34.718	no	no	no	yes
SoffiXsponR570.06Eg048500.v2.1	34.691	no	no	no	yes
SoffiXsponR570.05Cg357200.v2.1	34.622	no	no	no	yes
SoffiXsponR570.05Dg265500.v2.1	34.612	no	no	no	yes
SoffiXsponR570.04Bg228100.v2.1	34.553	no	no	no	yes
SoffiXsponR570.08Bg072300.v2.1	34.548	no	no	no	yes
SoffiXsponR570.1Z144000.v2.1	34.343	no	no	no	yes
SoffiXsponR570.06Cg039300.v2.1	34.343	no	no	no	yes
SoffiXsponR570.03Bg221500.v2.1	34.285	no	no	no	yes
SoffiXsponR570.03Gg107900.v2.1	34.165	no	no	no	yes
SoffiXsponR570.7os1g045600.v2.1	34.061	no	no	no	yes
SoffiXsponR570.04Dg015500.v2.1	33.99	no	no	no	yes
SoffiXsponR570.01Cg179600.v2.1	33.984	no	no	no	yes
SoffiXsponR570.8_10Ag279500.v2.1	33.981	no	no	no	yes
SoffiXsponR570.01Ag485400.v2.1	33.872	no	no	no	yes
SoffiXsponR570.03Gg087900.v2.1	33.569	no	no	no	yes
SoffiXsponR570.02Dg309200.v2.1	33.522	no	no	no	yes
SoffiXsponR570.05Fg144600.v2.1	33.521	no	no	no	yes
SoffiXsponR570.01Cg255500.v2.1	33.459	no	no	no	yes
SoffiXsponR570.07Cg034300.v2.1	33.423	no	no	no	yes
SoffiXsponR570.07Dg167300.v2.1	33.401	no	no	no	yes
SoffiXsponR570.01Fg131800.v2.1	33.394	no	no	no	yes
SoffiXsponR570.03Dg058600.v2.1	33.39	no	no	no	yes
SoffiXsponR570.03Cg205100.v2.1	33.389	no	no	no	yes
SoffiXsponR570.06Gg075900.v2.1	33.386	no	no	no	yes
SoffiXsponR570.01Dg017600.v2.1	33.362	no	no	no	yes
SoffiXsponR570.09Eg008700.v2.1	33.253	no	no	no	yes
SoffiXsponR570.02Bg025700.v2.1	33.249	no	no	no	yes
SoffiXsponR570.05Ag232000.v2.1	33.246	no	no	no	yes
SoffiXsponR570.01Fg240800.v2.1	33.212	no	no	no	yes
SoffiXsponR570.04Fg119100.v2.1	33.171	no	no	no	yes
SoffiXsponR570.05Cg026300.v2.1	33.119	no	no	no	yes
SoffiXsponR570.02Eg026300.v2.1	33.105	no	no	no	yes
SoffiXsponR570.06Ag173500.v2.1	33.061	no	no	no	yes
SoffiXsponR570.07Eg163500.v2.1	33.026	no	no	no	yes
SoffiXsponR570.05Fg197100.v2.1	32.96	no	no	no	yes
SoffiXsponR570.02Eg098000.v2.1	32.91	no	no	no	yes
SoffiXsponR570.02Dg315400.v2.1	32.893	no	no	no	yes
SoffiXsponR570.10Dg073500.v2.1	32.85	no	no	no	yes
SoffiXsponR570.01Bg228200.v2.1	32.527	no	no	no	yes
SoffiXsponR570.05Cg246700.v2.1	32.465	no	no	no	yes
SoffiXsponR570.01Eg106800.v2.1	32.456	no	no	no	yes
SoffiXsponR570.10Bg118100.v2.1	32.399	no	no	no	yes
SoffiXsponR570.02Ag354400.v2.1	32.336	no	no	no	yes
SoffiXsponR570.10Eg114200.v2.1	32.324	no	no	no	yes
SoffiXsponR570.04Cg016700.v2.1	32.215	no	no	no	yes
SoffiXsponR570.07Ag204500.v2.1	32.159	no	no	no	yes
SoffiXsponR570.01Eg321000.v2.1	31.958	no	no	no	yes
SoffiXsponR570.04Ag102000.v2.1	31.926	no	no	no	yes
SoffiXsponR570.03Bg057300.v2.1	31.85	no	no	no	yes
SoffiXsponR570.10us89g044500.v2.1	31.815	no	no	no	yes
SoffiXsponR570.06Cg159200.v2.1	31.754	no	no	no	yes
SoffiXsponR570.09Cg107700.v2.1	31.713	no	no	no	yes
SoffiXsponR570.05Gg150800.v2.1	31.689	no	no	no	yes
SoffiXsponR570.03Eg100900.v2.1	31.686	no	no	no	yes
SoffiXsponR570.01Ag146600.v2.1	31.661	no	no	no	yes
SoffiXsponR570.05Eg243200.v2.1	31.653	no	no	no	yes
SoffiXsponR570.03Eg059400.v2.1	31.644	no	no	no	yes
SoffiXsponR570.02Bg298800.v2.1	31.543	no	no	no	yes
SoffiXsponR570.05Fg157700.v2.1	31.48	no	no	no	yes
SoffiXsponR570.02Ag355000.v2.1	31.456	no	no	no	yes
SoffiXsponR570.05Cg131600.v2.1	31.442	no	no	no	yes
SoffiXsponR570.10Dg125700.v2.1	31.394	no	no	no	yes
SoffiXsponR570.10Ag217600.v2.1	31.182	no	no	no	yes
SoffiXsponR570.07Dg152100.v2.1	31.154	no	no	no	yes
SoffiXsponR570.06Fg015200.v2.1	31.122	no	no	no	yes
SoffiXsponR570.06Cg086500.v2.1	31.002	no	no	no	yes
SoffiXsponR570.1Z229700.v2.1	31.001	no	no	no	yes
SoffiXsponR570.05Bg145400.v2.1	30.996	no	no	no	yes
SoffiXsponR570.07Ag195400.v2.1	30.822	no	no	no	yes
SoffiXsponR570.7os1g039400.v2.1	30.811	no	no	no	yes
SoffiXsponR570.02Ag193900.v2.1	30.806	no	no	no	yes
SoffiXsponR570.01Dg355900.v2.1	30.771	no	no	no	yes
SoffiXsponR570.01Cg150800.v2.1	30.764	no	no	no	yes
SoffiXsponR570.01Ag062500.v2.1	30.727	no	no	no	yes
SoffiXsponR570.01Cg228200.v2.1	30.727	no	no	no	yes
SoffiXsponR570.01Ag524600.v2.1	30.676	no	no	no	yes
SoffiXsponR570.05Ag069600.v2.1	30.673	no	no	no	yes
SoffiXsponR570.02Eg095000.v2.1	30.66	no	no	no	yes
SoffiXsponR570.01Eg056000.v2.1	30.622	no	no	no	yes
SoffiXsponR570.01Dg345100.v2.1	30.59	no	no	no	yes
SoffiXsponR570.02Bg336300.v2.1	30.562	no	no	no	yes
SoffiXsponR570.02Bg376200.v2.1	30.529	no	no	no	yes
SoffiXsponR570.07Ag194700.v2.1	30.463	no	no	no	yes
SoffiXsponR570.01Cg260100.v2.1	30.435	no	no	no	yes
SoffiXsponR570.01Fg338300.v2.1	30.42	no	no	no	yes
SoffiXsponR570.03Ag179300.v2.1	30.419	no	no	no	yes
SoffiXsponR570.06Fg124200.v2.1	30.382	no	no	no	yes
SoffiXsponR570.10Eg003100.v2.1	30.315	no	no	no	yes
SoffiXsponR570.05Bg297600.v2.1	30.298	no	no	no	yes
SoffiXsponR570.04Eg110400.v2.1	30.287	no	no	no	yes
SoffiXsponR570.09Cg075400.v2.1	30.253	no	no	no	yes
SoffiXsponR570.03Eg076300.v2.1	30.245	no	no	no	yes
SoffiXsponR570.09Cg043000.v2.1	30.191	no	no	no	yes
SoffiXsponR570.02Fg111500.v2.1	30.124	no	no	no	yes
SoffiXsponR570.06Fg025200.v2.1	30.088	no	no	no	yes
SoffiXsponR570.01Ag112100.v2.1	29.988	no	no	no	yes
SoffiXsponR570.01Ag314200.v2.1	29.888	no	no	no	yes
SoffiXsponR570.03Dg211900.v2.1	29.882	no	no	no	yes
SoffiXsponR570.05Bg207900.v2.1	29.877	no	no	no	yes
SoffiXsponR570.07Eg122000.v2.1	29.869	no	no	no	yes
SoffiXsponR570.08Ag133800.v2.1	29.702	no	no	no	yes
SoffiXsponR570.03Ag188200.v2.1	29.554	no	no	no	yes
SoffiXsponR570.04Ag203400.v2.1	29.507	no	no	no	yes
SoffiXsponR570.05Eg259200.v2.1	29.362	no	no	no	yes
SoffiXsponR570.02Ag335000.v2.1	29.351	no	no	no	yes
SoffiXsponR570.1Z116200.v2.1	29.326	no	no	no	yes
SoffiXsponR570.04Ag099000.v2.1	29.321	no	no	no	yes
SoffiXsponR570.01Cg298200.v2.1	29.32	no	no	no	yes
SoffiXsponR570.06Dg118400.v2.1	29.317	no	no	no	yes
SoffiXsponR570.8_5Ag171200.v2.1	29.259	no	no	no	yes
SoffiXsponR570.07Bg043500.v2.1	29.209	no	no	no	yes
SoffiXsponR570.05Gg126000.v2.1	29.191	no	no	no	yes
SoffiXsponR570.01Eg060300.v2.1	29.162	no	no	no	yes
SoffiXsponR570.07Ag189800.v2.1	29.109	no	no	no	yes
SoffiXsponR570.04Ag084300.v2.1	29.105	no	no	no	yes
SoffiXsponR570.03Ag022700.v2.1	29.079	no	no	no	yes
SoffiXsponR570.5_9Ag046700.v2.1	29.074	no	no	no	yes
SoffiXsponR570.03Cg042000.v2.1	29.021	no	no	no	yes
SoffiXsponR570.01Cg006000.v2.1	28.998	no	no	no	yes
SoffiXsponR570.01Ag192300.v2.1	28.994	no	no	no	yes
SoffiXsponR570.06Dg125400.v2.1	28.992	no	no	no	yes
SoffiXsponR570.05Ag253200.v2.1	28.915	no	no	no	yes
SoffiXsponR570.02Fg025000.v2.1	28.909	no	no	no	yes
SoffiXsponR570.04Ag034000.v2.1	28.809	no	no	no	yes
SoffiXsponR570.07Eg203600.v2.1	28.746	no	no	no	yes
SoffiXsponR570.07Ag118800.v2.1	28.724	no	no	no	yes
SoffiXsponR570.05Eg302000.v2.1	28.651	no	no	no	yes
SoffiXsponR570.03Ag233500.v2.1	28.469	no	no	no	yes
SoffiXsponR570.09Ag086200.v2.1	28.465	no	no	no	yes
SoffiXsponR570.02Fg152600.v2.1	28.46	no	no	no	yes
SoffiXsponR570.08Bg040700.v2.1	28.435	no	no	no	yes
SoffiXsponR570.6_9Ag302000.v2.1	28.41	no	no	no	yes
SoffiXsponR570.01Bg256400.v2.1	28.379	no	no	no	yes
SoffiXsponR570.02Dg326400.v2.1	28.367	no	no	no	yes
SoffiXsponR570.02Ag278400.v2.1	28.344	no	no	no	yes
SoffiXsponR570.08Ag131100.v2.1	28.335	no	no	no	yes
SoffiXsponR570.01Eg200200.v2.1	28.321	no	no	no	yes
SoffiXsponR570.05Fg273700.v2.1	28.294	no	no	no	yes
SoffiXsponR570.5_9Ag367000.v2.1	28.281	no	no	no	yes
SoffiXsponR570.10Dg170100.v2.1	28.251	no	no	no	yes
SoffiXsponR570.01Cg356000.v2.1	28.19	no	no	no	yes
SoffiXsponR570.03Eg278500.v2.1	28.135	no	no	no	yes
SoffiXsponR570.09Eg055000.v2.1	28.131	no	no	no	yes
SoffiXsponR570.09Bg099200.v2.1	28.112	no	no	no	yes
SoffiXsponR570.02Bg023400.v2.1	28.09	no	no	no	yes
SoffiXsponR570.05Cg058000.v2.1	28.058	no	no	no	yes
SoffiXsponR570.02Eg008800.v2.1	28.029	no	no	no	yes
SoffiXsponR570.05Eg249800.v2.1	28.022	no	no	no	yes
SoffiXsponR570.05Fg068100.v2.1	27.969	no	no	no	yes
SoffiXsponR570.07Dg218400.v2.1	27.965	no	no	no	yes
SoffiXsponR570.05Cg386600.v2.1	27.958	no	no	no	yes
SoffiXsponR570.01Dg016800.v2.1	27.956	no	no	no	yes
SoffiXsponR570.02Ag232800.v2.1	27.827	no	no	no	yes
SoffiXsponR570.01Dg357700.v2.1	27.814	no	no	no	yes
SoffiXsponR570.02Cg220200.v2.1	27.797	no	no	no	yes
SoffiXsponR570.01Eg262700.v2.1	27.781	no	no	no	yes
SoffiXsponR570.3os1g003800.v2.1	27.734	no	no	no	yes
SoffiXsponR570.10Bg142600.v2.1	27.703	no	no	no	yes
SoffiXsponR570.01Ag394900.v2.1	27.685	no	no	no	yes
SoffiXsponR570.07Eg101200.v2.1	27.61	no	no	no	yes
SoffiXsponR570.06Ag043000.v2.1	27.595	no	no	no	yes
SoffiXsponR570.01Dg192600.v2.1	27.553	no	no	no	yes
SoffiXsponR570.08Eg127700.v2.1	27.5	no	no	no	yes
SoffiXsponR570.02Fg365700.v2.1	27.49	no	no	no	yes
SoffiXsponR570.10Ag090800.v2.1	27.455	no	no	no	yes
SoffiXsponR570.10Eg110700.v2.1	27.343	no	no	no	yes
SoffiXsponR570.8_5Ag179200.v2.1	27.297	no	no	no	yes
SoffiXsponR570.6us88g034800.v2.1	27.247	no	no	no	yes
SoffiXsponR570.02Bg381600.v2.1	27.221	no	no	no	yes
SoffiXsponR570.5_9Ag270400.v2.1	27.197	no	no	no	yes
SoffiXsponR570.8_5Ag252100.v2.1	27.189	no	no	no	yes
SoffiXsponR570.06Eg018600.v2.1	27.115	no	no	no	yes
SoffiXsponR570.02Ag384800.v2.1	27.104	no	no	no	yes
SoffiXsponR570.10Bg106300.v2.1	27.05	no	no	no	yes
SoffiXsponR570.7_10Ag311100.v2.1	26.956	no	no	no	yes
SoffiXsponR570.05Eg246200.v2.1	26.918	no	no	no	yes
SoffiXsponR570.08Dg142500.v2.1	26.899	no	yes	yes	yes
SoffiXsponR570.02Fg057800.v2.1	26.879	no	no	no	yes
SoffiXsponR570.02Ag143200.v2.1	26.873	no	no	no	yes
SoffiXsponR570.02Ag360100.v2.1	26.813	no	no	no	yes
SoffiXsponR570.01Ag192000.v2.1	26.792	no	no	no	yes
SoffiXsponR570.01Cg220600.v2.1	26.761	no	no	no	yes
SoffiXsponR570.05Bg370400.v2.1	26.711	no	no	no	yes
SoffiXsponR570.04Gg066500.v2.1	26.654	no	no	no	yes
SoffiXsponR570.01Eg053600.v2.1	26.59	no	no	no	yes
SoffiXsponR570.08Dg134600.v2.1	26.555	no	no	no	yes
SoffiXsponR570.02Bg329500.v2.1	26.521	no	no	no	yes
SoffiXsponR570.08Dg106600.v2.1	26.502	no	no	no	yes
SoffiXsponR570.05Cg248300.v2.1	26.411	no	no	no	yes
SoffiXsponR570.03Gg099400.v2.1	26.389	no	no	no	yes
SoffiXsponR570.03Eg074500.v2.1	26.372	no	no	no	yes
SoffiXsponR570.01Bg448700.v2.1	26.364	no	no	no	yes
SoffiXsponR570.02Fg109000.v2.1	26.344	no	no	no	yes
SoffiXsponR570.02Bg271300.v2.1	26.344	no	no	no	yes
SoffiXsponR570.9os1g070100.v2.1	26.306	no	no	no	yes
SoffiXsponR570.02Ag427200.v2.1	26.294	no	no	no	yes
SoffiXsponR570.03Cg198700.v2.1	26.277	no	no	no	yes
SoffiXsponR570.03Ag120900.v2.1	26.264	no	no	no	yes
SoffiXsponR570.8_5Ag076800.v2.1	26.245	no	no	no	yes
SoffiXsponR570.07Cg005200.v2.1	26.24	no	no	no	yes
SoffiXsponR570.02Bg151700.v2.1	26.133	no	no	no	yes
SoffiXsponR570.01Fg064500.v2.1	26.09	no	no	no	yes
SoffiXsponR570.01Dg273700.v2.1	26.057	no	no	no	yes
SoffiXsponR570.01Ag464200.v2.1	26.055	no	no	no	yes
SoffiXsponR570.01Bg382700.v2.1	26.016	no	no	no	yes
SoffiXsponR570.07Eg169400.v2.1	25.961	no	no	no	yes
SoffiXsponR570.06Fg162400.v2.1	25.934	no	no	no	yes
SoffiXsponR570.03Cg085700.v2.1	25.922	no	no	no	yes
SoffiXsponR570.01Ag303500.v2.1	25.863	no	no	no	yes
SoffiXsponR570.06Eg004500.v2.1	25.855	no	no	no	yes
SoffiXsponR570.05Ag005900.v2.1	25.84	no	no	no	yes
SoffiXsponR570.04Fg065200.v2.1	25.825	no	no	no	yes
SoffiXsponR570.03Ag236600.v2.1	25.82	no	no	no	yes
SoffiXsponR570.05Bg102100.v2.1	25.8	no	no	no	yes
SoffiXsponR570.04Cg192700.v2.1	25.791	no	no	no	yes
SoffiXsponR570.05Eg115600.v2.1	25.783	no	no	no	yes
SoffiXsponR570.02Gg042100.v2.1	25.779	no	no	no	yes
SoffiXsponR570.06Cg067600.v2.1	25.76	no	no	no	yes
SoffiXsponR570.01Cg166600.v2.1	25.722	no	no	no	yes
SoffiXsponR570.05Fg286200.v2.1	25.712	no	no	no	yes
SoffiXsponR570.07Dg153000.v2.1	25.685	no	no	no	yes
SoffiXsponR570.02Ag324700.v2.1	25.659	no	no	no	yes
SoffiXsponR570.04Ag055900.v2.1	25.652	no	no	no	yes
SoffiXsponR570.01Bg329200.v2.1	25.632	no	no	no	yes
SoffiXsponR570.07Eg026800.v2.1	25.618	no	no	no	yes
SoffiXsponR570.02Bg202700.v2.1	25.606	no	no	no	yes
SoffiXsponR570.01Ag042000.v2.1	25.605	no	no	no	yes
SoffiXsponR570.06Ag034700.v2.1	25.575	no	no	no	yes
SoffiXsponR570.07Eg135700.v2.1	25.551	no	no	no	yes
SoffiXsponR570.05Eg006000.v2.1	25.482	no	no	no	yes
SoffiXsponR570.06Ag201700.v2.1	25.447	no	no	no	yes
SoffiXsponR570.5_9Ag091500.v2.1	25.4	no	no	no	yes
SoffiXsponR570.09Dg122700.v2.1	25.352	no	no	no	yes
SoffiXsponR570.08Dg078500.v2.1	25.35	no	no	no	yes
SoffiXsponR570.08Eg053400.v2.1	25.335	no	no	no	yes
SoffiXsponR570.06Bg042200.v2.1	25.308	no	no	no	yes
SoffiXsponR570.03Bg043400.v2.1	25.239	no	no	no	yes
SoffiXsponR570.05Fg159900.v2.1	25.234	no	no	no	yes
SoffiXsponR570.02Gg019600.v2.1	25.228	no	no	no	yes
SoffiXsponR570.01Ag410000.v2.1	25.217	no	no	no	yes
SoffiXsponR570.01Ag030900.v2.1	25.196	no	no	no	yes
SoffiXsponR570.7_10Ag339300.v2.1	25.185	no	no	no	yes
SoffiXsponR570.05Gg125100.v2.1	25.16	no	no	no	yes
SoffiXsponR570.05Bg380700.v2.1	25.143	no	no	no	yes
SoffiXsponR570.08Ag158700.v2.1	25.11	no	no	no	yes
SoffiXsponR570.07Eg201200.v2.1	25.074	no	no	no	yes
SoffiXsponR570.05Gg076900.v2.1	25.047	no	no	no	yes
SoffiXsponR570.5_9Ag308000.v2.1	25.02	no	no	no	yes
SoffiXsponR570.05Eg115700.v2.1	25.014	no	no	no	yes
SoffiXsponR570.03Eg062700.v2.1	24.959	no	no	no	yes
SoffiXsponR570.05Dg330400.v2.1	24.843	no	no	no	yes
SoffiXsponR570.05Ag026700.v2.1	24.833	no	yes	no	no
SoffiXsponR570.03Cg318100.v2.1	24.833	yes	no	yes	yes
SoffiXsponR570.02Bg105400.v2.1	24.819	no	no	no	yes
SoffiXsponR570.10os1g004300.v2.1	24.758	no	no	no	yes
SoffiXsponR570.01Cg220900.v2.1	24.696	no	no	no	yes
SoffiXsponR570.08Ag170100.v2.1	24.69	no	no	no	yes
SoffiXsponR570.05Bg223100.v2.1	24.675	no	no	no	yes
SoffiXsponR570.8_5Ag081400.v2.1	24.669	no	no	no	yes
SoffiXsponR570.01Dg125600.v2.1	24.613	no	no	no	yes
SoffiXsponR570.02Dg394500.v2.1	24.613	no	no	no	yes
SoffiXsponR570.02Fg029600.v2.1	24.426	no	no	no	yes
SoffiXsponR570.04Ag180500.v2.1	24.424	no	no	no	yes
SoffiXsponR570.05Eg101200.v2.1	24.42	no	no	no	yes
SoffiXsponR570.01Ag081700.v2.1	24.413	no	no	no	yes
SoffiXsponR570.05Cg071200.v2.1	24.382	no	no	no	yes
SoffiXsponR570.03Eg252700.v2.1	24.333	no	no	no	yes
SoffiXsponR570.01Bg448600.v2.1	24.287	no	no	no	yes
SoffiXsponR570.01Cg232700.v2.1	24.279	no	no	no	yes
SoffiXsponR570.04Eg128500.v2.1	24.275	no	no	no	yes
SoffiXsponR570.03Ag238900.v2.1	24.237	no	no	no	yes
SoffiXsponR570.09Ag052700.v2.1	24.219	no	no	no	yes
SoffiXsponR570.02Fg138300.v2.1	24.172	no	no	no	yes
SoffiXsponR570.06Fg136500.v2.1	24.128	no	no	no	yes
SoffiXsponR570.09Bg038400.v2.1	24.102	no	no	no	yes
SoffiXsponR570.01Dg312500.v2.1	23.912	no	no	no	yes
SoffiXsponR570.06Dg007200.v2.1	23.894	no	no	no	yes
SoffiXsponR570.06Gg153500.v2.1	23.849	no	no	no	yes
SoffiXsponR570.08Cg096000.v2.1	23.829	no	no	no	yes
SoffiXsponR570.05Eg165100.v2.1	23.761	no	no	no	yes
SoffiXsponR570.07Bg053700.v2.1	23.751	no	no	no	yes
SoffiXsponR570.05Fg262500.v2.1	23.745	no	no	no	yes
SoffiXsponR570.05Cg133600.v2.1	23.741	no	no	no	yes
SoffiXsponR570.05Bg063300.v2.1	23.732	no	no	no	yes
SoffiXsponR570.02Ag318700.v2.1	23.729	no	no	no	yes
SoffiXsponR570.03Eg290600.v2.1	23.729	no	no	no	yes
SoffiXsponR570.09Ag101800.v2.1	23.725	no	no	no	yes
SoffiXsponR570.09Bg022400.v2.1	23.714	no	no	no	yes
SoffiXsponR570.07Ag117000.v2.1	23.708	no	no	no	yes
SoffiXsponR570.01Eg165700.v2.1	23.665	no	no	no	yes
SoffiXsponR570.02Dg099600.v2.1	23.65	no	no	no	yes
SoffiXsponR570.02Ag283500.v2.1	23.621	no	no	no	yes
SoffiXsponR570.03Ag209300.v2.1	23.594	no	no	no	yes
SoffiXsponR570.04Gg049000.v2.1	23.594	no	no	no	yes
SoffiXsponR570.07Ag197400.v2.1	23.583	no	no	no	yes
SoffiXsponR570.8_10Ag122000.v2.1	23.573	no	no	no	yes
SoffiXsponR570.06Gg089900.v2.1	23.57	no	no	no	yes
SoffiXsponR570.01Ag433900.v2.1	23.54	no	no	no	yes
SoffiXsponR570.07Dg232700.v2.1	23.503	no	no	no	yes
SoffiXsponR570.06Eg138400.v2.1	23.491	no	no	no	yes
SoffiXsponR570.06Dg059400.v2.1	23.487	no	no	no	yes
SoffiXsponR570.09Ag026200.v2.1	23.483	no	no	no	yes
SoffiXsponR570.01Ag007200.v2.1	23.482	no	no	no	yes
SoffiXsponR570.05Bg252300.v2.1	23.443	no	no	no	yes
SoffiXsponR570.01Dg190500.v2.1	23.44	no	no	no	yes
SoffiXsponR570.05Fg184200.v2.1	23.437	no	no	no	yes
SoffiXsponR570.05Bg091700.v2.1	23.416	no	no	no	yes
SoffiXsponR570.8_10Ag100600.v2.1	23.398	no	no	no	yes
SoffiXsponR570.05Eg080500.v2.1	23.287	no	no	no	yes
SoffiXsponR570.05Fg201600.v2.1	23.237	no	no	no	yes
SoffiXsponR570.07Ag067800.v2.1	23.223	no	no	no	yes
SoffiXsponR570.09Cg167700.v2.1	23.219	no	no	no	yes
SoffiXsponR570.07Dg025100.v2.1	23.193	no	no	no	yes
SoffiXsponR570.06Cg000700.v2.1	23.19	no	no	no	yes
SoffiXsponR570.03Dg215000.v2.1	23.18	no	no	no	yes
SoffiXsponR570.07Dg175800.v2.1	23.148	no	no	no	yes
SoffiXsponR570.8_5Ag237500.v2.1	23.122	no	no	no	yes
SoffiXsponR570.02Ag291200.v2.1	23.118	no	no	no	yes
SoffiXsponR570.01Cg018400.v2.1	23.118	no	no	no	yes
SoffiXsponR570.01Cg121500.v2.1	23.117	no	no	no	yes
SoffiXsponR570.02Eg109800.v2.1	23.081	no	no	no	yes
SoffiXsponR570.02Bg022500.v2.1	23.081	no	no	no	yes
SoffiXsponR570.03Eg271500.v2.1	23.076	no	no	no	yes
SoffiXsponR570.08Eg085400.v2.1	23.07	no	no	no	yes
SoffiXsponR570.06Eg143100.v2.1	23.069	no	no	no	yes
SoffiXsponR570.7_10Ag171600.v2.1	23.005	no	no	no	yes
SoffiXsponR570.04Ag145500.v2.1	22.954	no	no	no	yes
SoffiXsponR570.7os1g043400.v2.1	22.912	no	no	no	yes
SoffiXsponR570.02Ag063200.v2.1	22.897	no	no	no	yes
SoffiXsponR570.03Dg340100.v2.1	22.884	no	no	no	yes
SoffiXsponR570.07Dg047700.v2.1	22.877	no	no	no	yes
SoffiXsponR570.05Fg030000.v2.1	22.867	no	no	no	yes
SoffiXsponR570.04Ag222700.v2.1	22.866	no	no	no	yes
SoffiXsponR570.10Bg005400.v2.1	22.864	no	no	no	yes
SoffiXsponR570.01Cg082000.v2.1	22.861	no	no	no	yes
SoffiXsponR570.05Gg056400.v2.1	22.859	no	no	no	yes
SoffiXsponR570.06Gg066400.v2.1	22.858	no	no	no	yes
SoffiXsponR570.05Ag199700.v2.1	22.789	no	no	no	yes
SoffiXsponR570.05Cg218100.v2.1	22.778	no	no	no	yes
SoffiXsponR570.06Eg026900.v2.1	22.763	no	no	no	yes
SoffiXsponR570.5_9Ag151300.v2.1	22.708	no	no	no	yes
SoffiXsponR570.02Cg107000.v2.1	22.675	no	no	no	yes
SoffiXsponR570.05Gg192100.v2.1	22.668	no	no	no	yes
SoffiXsponR570.02Bg053200.v2.1	22.616	no	no	no	yes
SoffiXsponR570.4us91g040600.v2.1	22.614	no	no	no	yes
SoffiXsponR570.01Bg417300.v2.1	22.597	no	no	no	yes
SoffiXsponR570.09Cg038200.v2.1	22.587	no	no	no	yes
SoffiXsponR570.01Cg117200.v2.1	22.543	no	no	no	yes
SoffiXsponR570.05Bg318400.v2.1	22.511	no	no	no	yes
SoffiXsponR570.03Bg280600.v2.1	22.485	no	no	no	yes
SoffiXsponR570.01Ag300300.v2.1	22.481	no	no	no	yes
SoffiXsponR570.01Dg362900.v2.1	22.466	no	no	no	yes
SoffiXsponR570.05Cg302100.v2.1	22.466	no	no	no	yes
SoffiXsponR570.05Bg154600.v2.1	22.444	no	no	no	yes
SoffiXsponR570.6_9Ag207600.v2.1	22.433	no	no	no	yes
SoffiXsponR570.06Ag119100.v2.1	22.405	no	no	no	yes
SoffiXsponR570.02Ag222000.v2.1	22.389	no	no	no	yes
SoffiXsponR570.02Bg154900.v2.1	22.388	no	no	no	yes
SoffiXsponR570.03Ag128800.v2.1	22.373	no	no	no	yes
SoffiXsponR570.02Eg349000.v2.1	22.353	no	no	no	yes
SoffiXsponR570.01Ag076600.v2.1	22.307	no	no	no	yes
SoffiXsponR570.04Gg014000.v2.1	22.305	no	no	no	yes
