gene	R570_mean_TPM	lost_in_Saccharum_hybrid_cultivar	lost_in_Saccharum_officinarum	lost_in_Saccharum_spontaneum	lost_in_Tripidium_arundinaceum
SoffiXsponR570.05Cg015700.v2.1	1.139	no	no	no	yes
SoffiXsponR570.02Fg268500.v2.1	1.139	no	no	no	yes
SoffiXsponR570.08Dg088000.v2.1	1.139	no	no	no	yes
SoffiXsponR570.01Fg337100.v2.1	1.138	no	no	no	yes
SoffiXsponR570.07Ag040600.v2.1	1.138	no	no	no	yes
SoffiXsponR570.10Ag154100.v2.1	1.138	no	no	no	yes
SoffiXsponR570.1os1g005800.v2.1	1.138	no	no	no	yes
SoffiXsponR570.06Ag081300.v2.1	1.138	no	no	no	yes
SoffiXsponR570.6us88g111200.v2.1	1.138	no	no	no	yes
SoffiXsponR570.04Ag085400.v2.1	1.138	no	no	no	yes
SoffiXsponR570.7_10Ag243400.v2.1	1.137	no	no	no	yes
SoffiXsponR570.10Fg043500.v2.1	1.137	no	no	no	yes
SoffiXsponR570.06Ag160300.v2.1	1.137	no	no	no	yes
SoffiXsponR570.6_9Ag116700.v2.1	1.137	no	no	no	yes
SoffiXsponR570.5_9Ag042300.v2.1	1.137	no	no	no	yes
SoffiXsponR570.05Eg053400.v2.1	1.136	no	no	no	yes
SoffiXsponR570.7os1g060800.v2.1	1.135	no	no	no	yes
SoffiXsponR570.02Bg243600.v2.1	1.134	no	no	no	yes
SoffiXsponR570.08Cg027400.v2.1	1.133	no	no	no	yes
SoffiXsponR570.02Dg225800.v2.1	1.132	no	no	no	yes
SoffiXsponR570.03Bg029300.v2.1	1.132	no	no	no	yes
SoffiXsponR570.01Ag185400.v2.1	1.132	no	no	no	yes
SoffiXsponR570.04Ag212300.v2.1	1.131	no	no	no	yes
SoffiXsponR570.03Gg087300.v2.1	1.131	no	no	no	yes
SoffiXsponR570.04Ag125900.v2.1	1.131	no	no	no	yes
SoffiXsponR570.01Dg179200.v2.1	1.131	no	no	no	yes
SoffiXsponR570.01Eg008600.v2.1	1.13	no	no	no	yes
SoffiXsponR570.04Fg091700.v2.1	1.13	no	no	no	yes
SoffiXsponR570.01Fg047100.v2.1	1.13	no	no	no	yes
SoffiXsponR570.05Ag106500.v2.1	1.129	no	no	no	yes
SoffiXsponR570.05Fg118600.v2.1	1.129	no	no	no	yes
SoffiXsponR570.08Bg094100.v2.1	1.129	no	no	no	yes
SoffiXsponR570.03Ag042000.v2.1	1.128	no	no	no	yes
SoffiXsponR570.06Fg076500.v2.1	1.128	no	no	no	yes
SoffiXsponR570.06Dg048300.v2.1	1.128	no	no	no	yes
SoffiXsponR570.02Cg196200.v2.1	1.127	no	no	no	yes
SoffiXsponR570.04Dg049100.v2.1	1.127	no	no	no	yes
SoffiXsponR570.08Ag109300.v2.1	1.126	no	no	no	yes
SoffiXsponR570.06Dg091900.v2.1	1.126	no	no	no	yes
SoffiXsponR570.01Cg298400.v2.1	1.125	no	no	no	yes
SoffiXsponR570.06Eg037400.v2.1	1.125	no	no	no	yes
SoffiXsponR570.8_10Ag159400.v2.1	1.125	no	no	no	yes
SoffiXsponR570.03Cg257900.v2.1	1.125	no	no	no	yes
SoffiXsponR570.10Cg138900.v2.1	1.124	no	no	no	yes
SoffiXsponR570.02Cg318900.v2.1	1.124	no	no	no	yes
SoffiXsponR570.06Gg109700.v2.1	1.124	no	no	no	yes
SoffiXsponR570.8_5Ag208000.v2.1	1.124	no	no	no	yes
SoffiXsponR570.6_9Ag027700.v2.1	1.123	no	no	no	yes
SoffiXsponR570.8_5Ag219800.v2.1	1.123	no	no	no	yes
SoffiXsponR570.04Bg149400.v2.1	1.122	no	no	no	yes
SoffiXsponR570.07Ag254700.v2.1	1.122	no	no	no	yes
SoffiXsponR570.6_9Ag155000.v2.1	1.122	no	no	no	yes
SoffiXsponR570.10os1g000100.v2.1	1.122	no	no	no	yes
SoffiXsponR570.6_9Ag177000.v2.1	1.121	no	no	no	yes
SoffiXsponR570.03Cg325000.v2.1	1.121	no	no	no	yes
SoffiXsponR570.02Gg273200.v2.1	1.121	no	no	no	yes
SoffiXsponR570.4us91g023400.v2.1	1.121	no	no	no	yes
SoffiXsponR570.04Cg175000.v2.1	1.121	no	no	no	yes
SoffiXsponR570.01Bg272700.v2.1	1.12	no	no	no	yes
SoffiXsponR570.05Eg286200.v2.1	1.12	no	no	no	yes
SoffiXsponR570.02Eg184900.v2.1	1.12	no	no	no	yes
SoffiXsponR570.03Ag136500.v2.1	1.12	no	no	no	yes
SoffiXsponR570.07Bg241500.v2.1	1.12	no	no	no	yes
SoffiXsponR570.02Bg395800.v2.1	1.119	no	no	no	yes
SoffiXsponR570.03Fg030800.v2.1	1.119	no	no	no	yes
SoffiXsponR570.06Bg010200.v2.1	1.119	no	no	no	yes
SoffiXsponR570.07Cg222500.v2.1	1.119	no	no	no	yes
SoffiXsponR570.10Bg076700.v2.1	1.118	no	no	no	yes
SoffiXsponR570.01Eg196400.v2.1	1.118	no	no	no	yes
SoffiXsponR570.10Cg010500.v2.1	1.118	no	no	no	yes
SoffiXsponR570.01Ag340300.v2.1	1.118	no	no	no	yes
SoffiXsponR570.02Ag083800.v2.1	1.117	no	no	no	yes
SoffiXsponR570.05Cg039100.v2.1	1.117	no	no	no	yes
SoffiXsponR570.01Eg018200.v2.1	1.116	no	no	no	yes
SoffiXsponR570.02Ag291000.v2.1	1.116	no	no	no	yes
SoffiXsponR570.01Eg368000.v2.1	1.115	no	no	no	yes
SoffiXsponR570.06Gg026400.v2.1	1.115	no	no	no	yes
SoffiXsponR570.5_9Ag325900.v2.1	1.114	no	no	no	yes
SoffiXsponR570.02Fg171300.v2.1	1.114	no	no	no	yes
SoffiXsponR570.05Bg095400.v2.1	1.113	no	no	no	yes
SoffiXsponR570.05Dg168800.v2.1	1.113	no	no	no	yes
SoffiXsponR570.02Dg270600.v2.1	1.113	no	no	no	yes
SoffiXsponR570.02Fg360700.v2.1	1.112	no	no	no	yes
SoffiXsponR570.10Eg107000.v2.1	1.112	no	yes	no	yes
SoffiXsponR570.02Gg094500.v2.1	1.112	no	no	no	yes
SoffiXsponR570.06Gg096000.v2.1	1.112	no	no	no	yes
SoffiXsponR570.07Bg212000.v2.1	1.112	no	no	no	yes
SoffiXsponR570.6_9Ag103600.v2.1	1.111	no	no	no	yes
SoffiXsponR570.04Ag241600.v2.1	1.111	no	no	no	yes
SoffiXsponR570.5_9Ag298700.v2.1	1.11	no	no	no	yes
SoffiXsponR570.02Dg267100.v2.1	1.11	no	no	no	yes
SoffiXsponR570.01Cg337600.v2.1	1.11	no	no	no	yes
SoffiXsponR570.10Eg062900.v2.1	1.11	no	no	no	yes
SoffiXsponR570.04Eg037200.v2.1	1.109	no	no	no	yes
SoffiXsponR570.08Ag177000.v2.1	1.109	no	no	no	yes
SoffiXsponR570.06Ag044100.v2.1	1.108	no	no	no	yes
SoffiXsponR570.10Fg112700.v2.1	1.108	no	no	no	yes
SoffiXsponR570.05Cg098200.v2.1	1.107	no	no	no	yes
SoffiXsponR570.02Ag288800.v2.1	1.107	no	no	no	yes
SoffiXsponR570.02Fg198700.v2.1	1.106	no	no	no	yes
SoffiXsponR570.04Eg070600.v2.1	1.106	no	no	no	yes
SoffiXsponR570.09Cg099200.v2.1	1.106	no	no	no	yes
SoffiXsponR570.07Dg192800.v2.1	1.106	no	no	no	yes
SoffiXsponR570.04Eg123200.v2.1	1.106	no	no	no	yes
SoffiXsponR570.01Eg247700.v2.1	1.104	no	no	no	yes
SoffiXsponR570.10Bg193400.v2.1	1.104	no	no	no	yes
SoffiXsponR570.7_10Ag239700.v2.1	1.104	no	no	no	yes
SoffiXsponR570.02Eg289600.v2.1	1.104	no	no	no	yes
SoffiXsponR570.6_9Ag281500.v2.1	1.104	no	no	no	yes
SoffiXsponR570.05Bg314700.v2.1	1.102	no	no	no	yes
SoffiXsponR570.02Gg275500.v2.1	1.102	no	no	no	yes
SoffiXsponR570.05Gg074700.v2.1	1.102	no	no	no	yes
SoffiXsponR570.05Cg336000.v2.1	1.102	no	no	no	yes
SoffiXsponR570.7_10Ag062200.v2.1	1.101	no	no	no	yes
SoffiXsponR570.03Fg023700.v2.1	1.101	no	no	no	yes
SoffiXsponR570.01Bg327200.v2.1	1.101	no	no	no	yes
SoffiXsponR570.01Ag116300.v2.1	1.101	no	no	no	yes
SoffiXsponR570.10Ag082500.v2.1	1.101	no	no	no	yes
SoffiXsponR570.8_10Ag053200.v2.1	1.1	no	no	no	yes
SoffiXsponR570.02Fg367400.v2.1	1.1	no	no	no	yes
SoffiXsponR570.01Bg150200.v2.1	1.1	no	no	no	yes
SoffiXsponR570.10Dg178000.v2.1	1.099	no	no	no	yes
SoffiXsponR570.05Dg359100.v2.1	1.099	no	no	no	yes
SoffiXsponR570.07Ag015800.v2.1	1.099	no	no	no	yes
SoffiXsponR570.04Dg175600.v2.1	1.099	no	no	no	yes
SoffiXsponR570.10Eg005400.v2.1	1.099	no	no	no	yes
SoffiXsponR570.02Dg395000.v2.1	1.098	yes	yes	yes	no
SoffiXsponR570.03Cg213300.v2.1	1.098	no	no	no	yes
SoffiXsponR570.01Cg297700.v2.1	1.098	no	no	no	yes
SoffiXsponR570.07Ag225500.v2.1	1.097	no	no	no	yes
SoffiXsponR570.02Dg307500.v2.1	1.097	no	no	no	yes
SoffiXsponR570.10Ag197300.v2.1	1.097	no	no	no	yes
SoffiXsponR570.02Eg016500.v2.1	1.097	no	no	no	yes
SoffiXsponR570.05Gg114000.v2.1	1.097	no	no	no	yes
SoffiXsponR570.01Ag294500.v2.1	1.096	no	no	no	yes
SoffiXsponR570.1Z012000.v2.1	1.096	no	no	no	yes
SoffiXsponR570.5_9Ag202900.v2.1	1.096	no	no	no	yes
SoffiXsponR570.08Ag089400.v2.1	1.096	no	no	no	yes
SoffiXsponR570.01Ag267600.v2.1	1.096	no	no	no	yes
SoffiXsponR570.06Eg065900.v2.1	1.095	no	no	no	yes
SoffiXsponR570.05Cg322800.v2.1	1.095	no	no	no	yes
SoffiXsponR570.05Ag161200.v2.1	1.095	no	no	no	yes
SoffiXsponR570.06Fg150700.v2.1	1.095	no	no	no	yes
SoffiXsponR570.02Ag311200.v2.1	1.094	no	no	no	yes
SoffiXsponR570.05Dg333500.v2.1	1.094	no	no	no	yes
SoffiXsponR570.5_9Ag204400.v2.1	1.093	no	no	yes	no
SoffiXsponR570.6_9Ag018600.v2.1	1.093	no	yes	yes	yes
SoffiXsponR570.03Dg111600.v2.1	1.092	no	no	no	yes
SoffiXsponR570.05Bg046800.v2.1	1.092	no	no	no	yes
SoffiXsponR570.7os1g025700.v2.1	1.092	no	no	no	yes
SoffiXsponR570.02Gg255700.v2.1	1.092	no	no	no	yes
SoffiXsponR570.01Cg131000.v2.1	1.091	no	no	no	yes
SoffiXsponR570.7os1g055600.v2.1	1.091	no	no	no	yes
SoffiXsponR570.10Cg177900.v2.1	1.091	no	no	yes	yes
SoffiXsponR570.07Dg066100.v2.1	1.091	no	no	no	yes
SoffiXsponR570.03Cg170000.v2.1	1.091	no	no	no	yes
SoffiXsponR570.01Cg315600.v2.1	1.091	no	no	no	yes
SoffiXsponR570.08Cg006300.v2.1	1.09	no	no	no	yes
SoffiXsponR570.03Dg081200.v2.1	1.09	no	no	no	yes
SoffiXsponR570.02Eg325400.v2.1	1.09	no	no	no	yes
SoffiXsponR570.04Cg026300.v2.1	1.089	no	no	no	yes
SoffiXsponR570.02Bg033300.v2.1	1.088	no	no	no	yes
SoffiXsponR570.02Eg128400.v2.1	1.088	no	no	no	yes
SoffiXsponR570.05Gg068900.v2.1	1.088	no	no	no	yes
SoffiXsponR570.07Dg105800.v2.1	1.087	no	no	no	yes
SoffiXsponR570.08Bg195700.v2.1	1.087	no	no	no	yes
SoffiXsponR570.05Fg290400.v2.1	1.086	no	no	no	yes
SoffiXsponR570.04Fg043300.v2.1	1.086	no	no	no	yes
SoffiXsponR570.05Gg133000.v2.1	1.086	no	no	no	yes
SoffiXsponR570.01Bg438200.v2.1	1.086	no	no	no	yes
SoffiXsponR570.03Bg170500.v2.1	1.086	no	no	no	yes
SoffiXsponR570.4us91g034400.v2.1	1.086	no	no	no	yes
SoffiXsponR570.10Cg093800.v2.1	1.085	no	no	no	yes
SoffiXsponR570.07Cg038700.v2.1	1.085	no	no	no	yes
SoffiXsponR570.06Dg062200.v2.1	1.085	no	no	no	yes
SoffiXsponR570.09Ag143500.v2.1	1.085	no	no	no	yes
SoffiXsponR570.01Dg118200.v2.1	1.085	no	no	no	yes
SoffiXsponR570.04Dg201900.v2.1	1.085	no	no	no	yes
SoffiXsponR570.10Ag084900.v2.1	1.084	no	no	no	yes
SoffiXsponR570.07Ag116600.v2.1	1.084	no	no	no	yes
SoffiXsponR570.02Cg289200.v2.1	1.084	no	no	no	yes
SoffiXsponR570.04Eg142400.v2.1	1.084	no	no	no	yes
SoffiXsponR570.04Dg079000.v2.1	1.083	no	no	no	yes
SoffiXsponR570.10Cg161000.v2.1	1.083	no	no	no	yes
SoffiXsponR570.8_5Ag193600.v2.1	1.083	no	no	no	yes
SoffiXsponR570.01Ag232200.v2.1	1.083	no	no	no	yes
SoffiXsponR570.06Ag168100.v2.1	1.083	no	no	no	yes
SoffiXsponR570.01Dg118400.v2.1	1.082	no	no	no	yes
SoffiXsponR570.02Cg064100.v2.1	1.082	no	no	no	yes
SoffiXsponR570.04Dg133500.v2.1	1.082	no	no	no	yes
SoffiXsponR570.07Dg085000.v2.1	1.082	no	no	no	yes
SoffiXsponR570.05Fg139300.v2.1	1.081	no	no	no	yes
SoffiXsponR570.08Cg105200.v2.1	1.081	no	no	no	yes
SoffiXsponR570.01Cg340400.v2.1	1.081	no	no	no	yes
SoffiXsponR570.04Eg097400.v2.1	1.081	no	no	no	yes
SoffiXsponR570.02Fg124100.v2.1	1.081	no	no	no	yes
SoffiXsponR570.06Dg115700.v2.1	1.08	no	no	no	yes
SoffiXsponR570.02Cg063600.v2.1	1.08	no	no	no	yes
SoffiXsponR570.05Dg347800.v2.1	1.079	no	no	no	yes
SoffiXsponR570.03Eg101900.v2.1	1.079	no	no	no	yes
SoffiXsponR570.10Cg122400.v2.1	1.078	no	no	no	yes
SoffiXsponR570.5_9Ag008400.v2.1	1.078	no	no	no	yes
SoffiXsponR570.5_9Ag052000.v2.1	1.078	no	no	no	yes
SoffiXsponR570.02Bg170900.v2.1	1.077	no	no	no	yes
SoffiXsponR570.01Eg026200.v2.1	1.077	no	no	no	yes
SoffiXsponR570.05Ag010900.v2.1	1.077	no	no	no	yes
SoffiXsponR570.01Dg397900.v2.1	1.076	no	no	no	yes
SoffiXsponR570.04Gg028400.v2.1	1.076	no	no	no	yes
SoffiXsponR570.10Ag115000.v2.1	1.076	no	no	no	yes
SoffiXsponR570.6_9Ag103200.v2.1	1.075	no	no	no	yes
SoffiXsponR570.07Dg008100.v2.1	1.075	no	no	no	yes
SoffiXsponR570.10Ag102200.v2.1	1.074	no	no	no	yes
SoffiXsponR570.10Ag026300.v2.1	1.074	no	no	no	yes
SoffiXsponR570.02Cg350400.v2.1	1.074	no	no	no	yes
SoffiXsponR570.05Dg050400.v2.1	1.074	no	no	no	yes
SoffiXsponR570.10Dg039600.v2.1	1.074	no	no	no	yes
SoffiXsponR570.7_10Ag029600.v2.1	1.074	no	no	no	yes
SoffiXsponR570.09Ag084100.v2.1	1.073	no	no	no	yes
SoffiXsponR570.08Ag088600.v2.1	1.073	no	no	no	yes
SoffiXsponR570.09Eg037400.v2.1	1.073	no	no	no	yes
SoffiXsponR570.01Cg291100.v2.1	1.072	no	no	no	yes
SoffiXsponR570.02Fg148100.v2.1	1.072	no	no	no	yes
SoffiXsponR570.04Eg078100.v2.1	1.072	no	yes	no	yes
SoffiXsponR570.05Fg254200.v2.1	1.071	no	no	no	yes
SoffiXsponR570.05Cg137400.v2.1	1.071	no	no	no	yes
SoffiXsponR570.06Cg026400.v2.1	1.071	no	no	no	yes
SoffiXsponR570.02Gg200800.v2.1	1.07	no	no	no	yes
SoffiXsponR570.02Eg176100.v2.1	1.07	no	no	no	yes
SoffiXsponR570.10os1g030700.v2.1	1.07	no	no	no	yes
SoffiXsponR570.05Fg032700.v2.1	1.069	no	no	no	yes
SoffiXsponR570.5_9Ag005600.v2.1	1.069	no	no	no	yes
SoffiXsponR570.05Cg061500.v2.1	1.069	no	no	no	yes
SoffiXsponR570.04Cg022900.v2.1	1.069	no	no	no	yes
SoffiXsponR570.5_9Ag191300.v2.1	1.069	no	no	no	yes
SoffiXsponR570.05Ag018800.v2.1	1.069	no	no	no	yes
SoffiXsponR570.09Bg098100.v2.1	1.068	no	no	no	yes
SoffiXsponR570.08Eg134200.v2.1	1.068	no	no	no	yes
SoffiXsponR570.02Bg324800.v2.1	1.068	no	no	no	yes
SoffiXsponR570.8_5Ag121500.v2.1	1.067	no	no	no	yes
SoffiXsponR570.03Cg156100.v2.1	1.067	no	no	no	yes
SoffiXsponR570.6os1g000200.v2.1	1.067	no	no	no	yes
SoffiXsponR570.03Gg042900.v2.1	1.067	no	no	no	yes
SoffiXsponR570.10Cg148500.v2.1	1.067	no	no	no	yes
SoffiXsponR570.05Bg160300.v2.1	1.067	no	no	no	yes
SoffiXsponR570.08Ag070900.v2.1	1.066	no	no	no	yes
SoffiXsponR570.07Cg274100.v2.1	1.066	no	no	no	yes
SoffiXsponR570.01Ag347100.v2.1	1.066	no	no	no	yes
SoffiXsponR570.10Ag088800.v2.1	1.066	no	no	no	yes
SoffiXsponR570.02Dg410600.v2.1	1.065	no	no	no	yes
SoffiXsponR570.07Cg152600.v2.1	1.065	no	no	no	yes
SoffiXsponR570.01Ag545900.v2.1	1.064	no	no	no	yes
SoffiXsponR570.05Fg098500.v2.1	1.064	no	no	no	yes
SoffiXsponR570.06Dg053100.v2.1	1.064	no	no	no	yes
SoffiXsponR570.7os1g016600.v2.1	1.063	no	no	no	yes
SoffiXsponR570.05Eg154000.v2.1	1.063	no	no	no	yes
SoffiXsponR570.03Bg252000.v2.1	1.063	no	no	no	yes
SoffiXsponR570.05Dg201900.v2.1	1.063	no	no	no	yes
SoffiXsponR570.05Eg103300.v2.1	1.063	no	no	no	yes
SoffiXsponR570.05Gg110700.v2.1	1.062	no	no	no	yes
SoffiXsponR570.06Ag170900.v2.1	1.062	no	no	no	yes
SoffiXsponR570.03Ag170700.v2.1	1.062	no	no	no	yes
SoffiXsponR570.06Eg109100.v2.1	1.062	no	no	no	yes
SoffiXsponR570.07Cg205500.v2.1	1.061	no	no	no	yes
SoffiXsponR570.10Dg178900.v2.1	1.061	no	no	no	yes
SoffiXsponR570.01Fg088100.v2.1	1.061	no	no	no	yes
SoffiXsponR570.10Bg024600.v2.1	1.06	no	no	no	yes
SoffiXsponR570.05Bg102400.v2.1	1.06	no	no	no	yes
SoffiXsponR570.10Dg161800.v2.1	1.06	no	no	no	yes
SoffiXsponR570.05Bg300200.v2.1	1.06	no	no	no	yes
SoffiXsponR570.05Fg236400.v2.1	1.06	no	no	no	yes
SoffiXsponR570.8_10Ag231900.v2.1	1.059	no	no	no	yes
SoffiXsponR570.05Dg189100.v2.1	1.059	no	no	no	yes
SoffiXsponR570.05Dg329300.v2.1	1.059	no	no	no	yes
SoffiXsponR570.8_10Ag119200.v2.1	1.059	no	no	no	yes
SoffiXsponR570.01Ag294300.v2.1	1.058	no	no	no	yes
SoffiXsponR570.7_10Ag057800.v2.1	1.058	no	yes	no	no
SoffiXsponR570.07Bg238800.v2.1	1.058	no	yes	no	no
SoffiXsponR570.04Dg203900.v2.1	1.057	no	no	no	yes
SoffiXsponR570.01Bg305600.v2.1	1.057	no	no	no	yes
SoffiXsponR570.03Eg264000.v2.1	1.057	no	no	no	yes
SoffiXsponR570.05Cg102600.v2.1	1.057	no	no	no	yes
SoffiXsponR570.7os1g023500.v2.1	1.057	no	no	no	yes
SoffiXsponR570.10Fg083700.v2.1	1.056	no	no	no	yes
SoffiXsponR570.07Bg273800.v2.1	1.056	no	no	no	yes
SoffiXsponR570.01Bg287600.v2.1	1.056	no	no	no	yes
SoffiXsponR570.9us90g070100.v2.1	1.055	no	no	no	yes
SoffiXsponR570.03Ag325600.v2.1	1.055	no	no	no	yes
SoffiXsponR570.03Bg077500.v2.1	1.055	no	no	no	yes
SoffiXsponR570.03Dg049700.v2.1	1.055	no	no	no	yes
SoffiXsponR570.10Bg073100.v2.1	1.055	no	no	no	yes
SoffiXsponR570.1Z116100.v2.1	1.054	no	no	no	yes
SoffiXsponR570.9os1g055200.v2.1	1.053	no	no	no	yes
SoffiXsponR570.1Z150800.v2.1	1.053	no	no	no	yes
SoffiXsponR570.03Fg134100.v2.1	1.053	no	yes	no	yes
SoffiXsponR570.02Cg075600.v2.1	1.052	no	no	no	yes
SoffiXsponR570.8_10Ag144300.v2.1	1.052	no	no	no	yes
SoffiXsponR570.06Dg154400.v2.1	1.052	no	no	no	yes
SoffiXsponR570.01Dg312700.v2.1	1.052	no	no	no	yes
SoffiXsponR570.05Eg226900.v2.1	1.052	no	no	no	yes
SoffiXsponR570.10os1g040100.v2.1	1.052	no	no	no	yes
SoffiXsponR570.07Cg035300.v2.1	1.051	no	no	no	yes
SoffiXsponR570.05Ag021600.v2.1	1.051	no	no	no	yes
SoffiXsponR570.10Cg170300.v2.1	1.05	no	no	no	yes
SoffiXsponR570.05Bg347800.v2.1	1.05	no	no	no	yes
SoffiXsponR570.07Dg233800.v2.1	1.05	no	no	no	yes
SoffiXsponR570.01Bg152400.v2.1	1.049	no	no	no	yes
SoffiXsponR570.07Ag248300.v2.1	1.049	no	no	no	yes
SoffiXsponR570.04Ag124300.v2.1	1.049	no	no	no	yes
SoffiXsponR570.07Ag199000.v2.1	1.048	no	no	no	yes
SoffiXsponR570.04Cg253600.v2.1	1.048	no	no	no	yes
SoffiXsponR570.01Bg128500.v2.1	1.048	no	no	no	yes
SoffiXsponR570.02Eg019300.v2.1	1.047	no	no	no	yes
SoffiXsponR570.01Bg488700.v2.1	1.047	no	no	no	yes
SoffiXsponR570.02Bg208500.v2.1	1.047	no	no	no	yes
SoffiXsponR570.04Dg083600.v2.1	1.046	no	no	no	yes
SoffiXsponR570.01Cg168700.v2.1	1.046	no	no	no	yes
SoffiXsponR570.5_9Ag114200.v2.1	1.045	no	no	no	yes
SoffiXsponR570.05Dg286000.v2.1	1.045	no	no	no	yes
SoffiXsponR570.08Cg045100.v2.1	1.045	no	no	no	yes
SoffiXsponR570.03Bg055600.v2.1	1.045	no	no	no	yes
SoffiXsponR570.08Ag166400.v2.1	1.045	no	no	no	yes
SoffiXsponR570.08Bg193500.v2.1	1.045	no	no	no	yes
SoffiXsponR570.07Ag158900.v2.1	1.045	no	no	no	yes
SoffiXsponR570.01Ag264100.v2.1	1.045	no	yes	no	no
SoffiXsponR570.01Ag428400.v2.1	1.043	no	no	no	yes
SoffiXsponR570.05Eg017500.v2.1	1.043	no	no	no	yes
SoffiXsponR570.01Ag390700.v2.1	1.043	no	no	no	yes
SoffiXsponR570.10Eg054600.v2.1	1.043	no	no	no	yes
SoffiXsponR570.10Ag204800.v2.1	1.043	no	no	no	yes
SoffiXsponR570.07Eg204000.v2.1	1.042	no	no	no	yes
SoffiXsponR570.08Cg112200.v2.1	1.042	no	no	no	yes
SoffiXsponR570.01Dg195600.v2.1	1.041	no	no	no	yes
SoffiXsponR570.06Eg088700.v2.1	1.041	no	no	no	yes
SoffiXsponR570.10Cg008200.v2.1	1.041	no	no	no	yes
SoffiXsponR570.05Dg068600.v2.1	1.041	no	no	no	yes
SoffiXsponR570.08Dg072000.v2.1	1.041	no	no	no	yes
SoffiXsponR570.01Eg223900.v2.1	1.04	no	no	no	yes
SoffiXsponR570.03Eg030600.v2.1	1.04	no	no	no	yes
SoffiXsponR570.10Ag069200.v2.1	1.04	no	no	no	yes
SoffiXsponR570.02Gg294800.v2.1	1.04	no	no	no	yes
SoffiXsponR570.05Bg382300.v2.1	1.04	no	no	no	yes
SoffiXsponR570.03Eg214500.v2.1	1.04	no	no	no	yes
SoffiXsponR570.01Cg242300.v2.1	1.04	no	no	yes	yes
SoffiXsponR570.05Eg315500.v2.1	1.039	no	no	no	yes
SoffiXsponR570.7_10Ag038700.v2.1	1.039	no	no	no	yes
SoffiXsponR570.02Ag378400.v2.1	1.039	no	no	no	yes
SoffiXsponR570.06Fg168900.v2.1	1.039	no	no	no	yes
SoffiXsponR570.6os1g002800.v2.1	1.038	no	no	no	yes
SoffiXsponR570.01Dg196200.v2.1	1.038	no	no	no	yes
SoffiXsponR570.01Bg004800.v2.1	1.037	no	no	no	yes
SoffiXsponR570.04Fg161600.v2.1	1.037	no	no	no	yes
SoffiXsponR570.06Eg133300.v2.1	1.037	no	no	no	yes
SoffiXsponR570.02Eg055900.v2.1	1.037	no	no	no	yes
SoffiXsponR570.01Cg348100.v2.1	1.036	no	no	no	yes
SoffiXsponR570.08Ag154700.v2.1	1.036	no	no	no	yes
SoffiXsponR570.02Eg329100.v2.1	1.036	no	no	no	yes
SoffiXsponR570.01Bg308800.v2.1	1.035	no	no	no	yes
SoffiXsponR570.04Fg156300.v2.1	1.035	no	no	no	yes
SoffiXsponR570.06Cg151500.v2.1	1.034	no	no	no	yes
SoffiXsponR570.04Cg034800.v2.1	1.034	no	no	no	yes
SoffiXsponR570.01Fg104900.v2.1	1.034	no	no	no	yes
SoffiXsponR570.6_9Ag268700.v2.1	1.034	no	no	no	yes
SoffiXsponR570.01Ag540500.v2.1	1.034	no	no	no	yes
SoffiXsponR570.8_5Ag194800.v2.1	1.034	no	no	no	yes
SoffiXsponR570.01Ag119800.v2.1	1.034	no	no	no	yes
SoffiXsponR570.02Eg165500.v2.1	1.034	no	no	no	yes
SoffiXsponR570.10Cg063400.v2.1	1.033	no	no	no	yes
SoffiXsponR570.03Dg110800.v2.1	1.033	no	no	no	yes
SoffiXsponR570.03Bg013700.v2.1	1.032	no	no	no	yes
SoffiXsponR570.07Dg107200.v2.1	1.032	no	no	no	yes
SoffiXsponR570.05Eg132100.v2.1	1.032	no	no	no	yes
SoffiXsponR570.03Bg084400.v2.1	1.031	no	no	no	yes
SoffiXsponR570.02Bg009400.v2.1	1.031	no	no	no	yes
SoffiXsponR570.02Eg213100.v2.1	1.031	no	no	no	yes
SoffiXsponR570.05Dg297900.v2.1	1.031	no	no	no	yes
SoffiXsponR570.03Bg181400.v2.1	1.031	no	no	no	yes
SoffiXsponR570.05Cg016200.v2.1	1.031	no	no	no	yes
SoffiXsponR570.01Bg231400.v2.1	1.031	no	no	no	yes
SoffiXsponR570.05Cg365600.v2.1	1.03	no	no	no	yes
SoffiXsponR570.04Eg075000.v2.1	1.03	no	no	no	yes
SoffiXsponR570.05Eg265800.v2.1	1.029	no	no	no	yes
SoffiXsponR570.04Fg018100.v2.1	1.029	no	no	no	yes
SoffiXsponR570.10Cg090000.v2.1	1.029	no	no	no	yes
SoffiXsponR570.03Bg079600.v2.1	1.029	no	no	no	yes
SoffiXsponR570.02Dg073500.v2.1	1.028	no	no	no	yes
SoffiXsponR570.04Eg053300.v2.1	1.027	no	no	no	yes
SoffiXsponR570.10Dg193400.v2.1	1.027	no	yes	no	yes
SoffiXsponR570.09Eg120500.v2.1	1.027	no	no	no	yes
SoffiXsponR570.07Ag013800.v2.1	1.027	no	no	no	yes
SoffiXsponR570.06Dg121500.v2.1	1.027	no	no	no	yes
SoffiXsponR570.07Cg148000.v2.1	1.027	no	no	no	yes
SoffiXsponR570.1Z192200.v2.1	1.026	no	no	no	yes
SoffiXsponR570.01Dg243200.v2.1	1.026	no	no	no	yes
SoffiXsponR570.05Fg198500.v2.1	1.026	no	no	no	yes
SoffiXsponR570.02Ag177900.v2.1	1.025	no	no	no	yes
